ranking,ID,Title,Year,Cited by,DOI,score_tematico,score_actualidad,score_citaciones,score_metodologico,total_score,metodologia,resultados,objetivo,hallazgos
102,140,"Youth Distress, Crime and Gratuitous Violence in the Perspective of Social Medicine",2026,0,10.15168/2284-4503-3899,0.10344827586206896,1.0,0.0,0.0,0.2517241379310345,No clasificado,Factores educativos,"The issue of gratuitous youth violence is a pressing public health concern and a symptom of weakened social cohesion. Social medicine frames it as a collective phenomenon shaped by inequalities, education, employment, social capital, and marginalisation.",© Copyright (c) 2025 Laura Leondina Campanozzi. This work is licensed under a Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License https://creativecommons.org/licenses/by-nc-nd/4.0/.
103,56,Intertwined precariousness and precarity: Disentangling a phenomenon that characterises Spanish youth,2025,0,10.1111/ijsw.12709,0.10344827586206896,1.0,0.0,0.0,0.2517241379310345,No clasificado,Transición escuela-trabajo,"This paper aims to investigate the phenomenon of precariousness holistically, using an original database of respondents in Spain from 20 to 34 years of age.",© 2024 The Author(s). International Journal of Social Welfare published by Akademikerförbundet SSR (ASSR) and John Wiley & Sons Ltd.
104,66,"Antecedents and Consequences of Youth being, ‘Not in Employment, Education or Training (NEET)’ in India",2022,0,,0.2413793103448276,0.4,0.0,0.5,0.2506896551724138,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral; Transición escuela-trabajo,This study aims to underpin the vulnerability of youth in the Indian labour market by investigating the magnitude and heterogeneity of NEET youth and how it has evolved during the Neo-liberal paradigm of the Indian economy.,"Hence, this study is a step forward from India's youth labour market's other indicators and contributes to the country’s policy perspective on re-integrating the NEET youth. © 2022."
105,48,Determinant of university students’ choices and preferences of agricultural sub-sector engagement in cameroon,2021,8,10.3390/su13126564,0.1206896551724138,0.2,0.543457015946535,0.4,0.24903623077551393,Logit/Probit,Factores educativos; Capital humano,"Although the agri-food sector has a huge potential to offer attractive employment opportunities for Africa’s burgeoning youth, a negative perception of agriculture persists among Cameroonian youths, such as in many other African countries. The paper assesses the determinants of university students’ choices and preferences for agricultural sub-sector engagement in Cameroon.","Findings reveal that choice of agriculture as a university major is significantly determined by sex, pre-university farming experience, pre-university academic background, mother’s level of education, and household income."
106,45,Is it possible to tackle youth needs with agricultural and rural development policies?,2021,9,10.3390/su13158410,0.1896551724137931,0.2,0.5695166695789404,0.0,0.24873092012268466,No clasificado,Factores educativos; Desigualdad de género; Mercado laboral; Transición escuela-trabajo,"This paper aims to analyse the determinants of the dynamics of rural NEETs in three post-transitional countries (Bosnia and Herzegovina, North Macedonia and Serbia) compared to the EU-28 average and to Ireland as an example of an established EU member state with over 50% of its population living in rural areas that can act as a benchmark for effective policy implementation to address challenges...","© 2021 by the authors. Licensee MDPI, Basel, Switzerland."
107,29,"Factors That Influence the Management of Household Hazardous Waste in Semarang City, Central Java, Indonesia: A Path Analysis",2025,0,10.56578/ijei080505,0.06896551724137931,1.0,0.0,0.1,0.2444827586206897,Estudio Descriptivo,Factores educativos,"This study investigates the factors influencing community willingness to manage household hazardous waste (HHW) in Semarang City, Indonesia, through a path analysis approach grounded in the Theory of Planned Behavior (TPB). A total of 500 respondents were surveyed across 16 sub-districts using stratified random sampling.","Licensee Acadlore Publishing Services Limited, Hong Kong. This article can be downloaded for free, and reused and quoted with a citation of the original published version, under the CC BY 4.0 license."
108,10,Specialized technical education and entrepreneurism: An empirical study on self program participants,2024,0,,0.06896551724137931,0.8,0.0,0.5,0.2444827586206897,Econometría; Estudio Descriptivo,Factores educativos; Políticas públicas,The purpose of this study is to explore the entrepreneurial spirit of the participants of the SELF program across India.,"© 2025 Apple Academic Press, Inc. All rights reserved."
109,135,Fractured lives: understanding urban youth vulnerability in Perú,2020,10,10.1080/13676261.2019.1587154,0.1896551724137931,0.1,0.5930904937751824,0.1,0.24344568496193303,Estudio Descriptivo,Factores educativos; Mercado laboral,"The paper reports on a mixed methods study that sought to analyse determinants of youth labour market and educational disengagement in Peru. It begins by questioning the widespread focus on NEET–youth not in employment, education or training–as a measure of youth vulnerability in countries with extensive informal labour markets where labour precarity can be as problematic as unemployment for yo...","Findings from the study have implications for the analysis of youth labour market vulnerability in the Global South, as well as for the policies that seek to address this problem. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group."
110,107,Welfare mentality as a challenge to European sustainable development. What role for youth inclusion and institutions?,2020,6,10.3390/SU12093549,0.1724137931034483,0.1,0.4812974212166097,0.4,0.2424663807950461,Econometría,Factores educativos,The aim of this paper is twofold.,"show that welfare mentality negatively influences sustainable development by being positively correlated with the risk of poverty and the percentage of young people not in employment, education, or training (NEET)."
111,5,"“When I came to Canada, I almost forgot myself: Where I am, who I am”: A qualitative exploration of how im/migration shapes young women's experiences of pregnancy, motherhood, and marriage",2023,3,10.1016/j.ssmqr.2023.100299,0.10344827586206896,0.6,0.3428832011478269,0.0,0.24030077816059986,No clasificado,Factores educativos; Desigualdad de género; Capital humano; Políticas públicas,"The purpose of this study is to deepen understandings of how im/migration shapes young women's experiences of pregnancy, motherhood, and marriage.",findings suggest structural changes necessary to improve young im/migrant women's health.
112,47,Educating Indigenous Children in Australian Juvenile Justice Systems: Culturally Responsive Pedagogy in Mathematics,2023,3,10.1007/978-981-19-8684-0,0.10344827586206896,0.6,0.3428832011478269,0.0,0.24030077816059986,No clasificado,Factores educativos; Políticas públicas,"This book addresses key issues in the context of the national policy of educating children accused of crimes in Juvenile Courts in Australia. For several decades, National and State Governments in Australia have struggled to define education, constantly seeking to improve the way society applies the concept.","© The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2023."
113,22,Participation of Stakeholders in Aquaculture Value Chain of the West African Agricultural Productivity Programme in Nigeria,2020,4,10.4314/jae.v24i4.5,0.1206896551724138,0.1,0.3980750690050269,0.8,0.2399598413872123,Econometría; Logit/Probit,Desigualdad de género; Capital humano; Políticas públicas,"The study assessed stakeholder participation in the West African Agricultural Productivity Programme in aquaculture value chain of the Kainji Lake Basin, Nigeria. A two stage sampling procedure was used to select 294 value chain actors across 20 communities.",© 2020. All Rights Reserved.
114,84,An Evaluation of the Determinants of Job Search and Career Advice Assistance Satisfaction of Young People in a Cross-Country Perspective,2024,0,10.1007/978-3-031-67604-8_8,0.13793103448275862,0.8,0.0,0.1,0.23896551724137935,Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral; Políticas públicas,"In the context of the debate on the transformation of the welfare state and labour markets in the wake of current challenges and multiple crises, which have been put on the agenda by the consequences of the corona pandemic, climate change, digitalization and automation processes, demographic changes, and increased migration, the role of governments, as well as the work and effectiveness of labo...","Thereby, implications for the further development of the work of labour market administration and labour market advice in post-pandemic labour markets are derived. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024."
115,108,Duration Dependence and Labor Market Experience,2021,2,10.1111/labr.12188,0.10344827586206896,0.2,0.2717285079732675,0.9,0.236069839525688,Econometría; Panel Data; Estudio Descriptivo,Capital humano; Mercado laboral,"We study whether unemployment duration dependence—the negative effect of a current unemployment spell on an individual's employment probability—varies with labor market experience. Using data from the National Longitudinal Survey of Youth and the Current Population Survey, we show that although there is negative duration dependence for experienced workers, it is mostly absent for new entrants t...","we show that although there is negative duration dependence for experienced workers, it is mostly absent for new entrants to the labor force."
116,113,What is the causal effect of income gains on youth obesity? Leveraging the economic boom created by the Marcellus Shale development,2021,4,10.1016/j.socscimed.2021.113732,0.05172413793103448,0.2,0.3980750690050269,0.9,0.23547708276652263,Econometría; Panel Data; Estudio Descriptivo,Políticas públicas,"Low family income is frequently assumed to be a primary social determinant of youth obesity in the U.S. But while the observed correlation between family income and youth obesity is consistently negative, the true causal relationship is unclear.","Thus, the observed disparities in youth obesity by area income in Pennsylvania do not result from simple differences in disposable income and the relative cost of “healthy” versus “unhealthy” goods and services. © 2021 Elsevier Ltd"
117,1,Evidence for a YETI? A Cautionary Tale from South Africa's Youth Employment Tax Incentive,2021,3,10.1111/dech.12676,0.1724137931034483,0.2,0.3428832011478269,0.4,0.23478353678128952,Econometría,Mercado laboral; Políticas públicas,In 2014 the South African government implemented a youth employment tax incentive (YETI) scheme to address the high rate of youth unemployment. Its adoption has been hailed as a success story for evidence-based policy.,"The South African YETI thereby serves as a cautionary tale on randomized trials and the political economy of evidence-based policy, particularly in developing countries. © 2021 International Institute of Social Studies"
118,99,Subtracting Development through the Production of Il/legality of Young Refugees in Jordan and Lebanon,2023,4,10.1093/rsq/hdad012,0.06896551724137931,0.6,0.3980750690050269,0.0,0.23409777242169505,No clasificado,Factores educativos; Capital humano,"This article analyses the production of legality and illegality of refugees and how it is experienced, negotiated, and shape young Palestinian and Syrian refugees' possibilities for development in Jordan and Lebanon. In the two countries, refugees' legal and illegal statuses are produced in the interaction between national and international security-And economic interests.",show that the production of legal status hampers the potential for development.
119,80,Cameroon’s Labor Market Dynamics and Prospects,2023,0,10.1093/oxfordhb/9780192848529.013.6,0.20689655172413793,0.6,0.0,0.1,0.23344827586206895,Estudio Descriptivo,Factores educativos; Desigualdad de género; Capital humano; Mercado laboral; Políticas públicas; Transición escuela-trabajo,"Cameroon has experienced substantive economic growth in the past two decades between 2001 and 2019, but this growth has not been inclusive enough to provide jobs to hundreds of thousands of new Cameroonian job-seekers entering the market every year. This chapter provides a comprehensive assessment of the Cameroon’s labour market, with a focus on the dynamics and patterns of key labour market in...","our results reveal that significant gaps persist across different groups of the population in terms of labour market outcomes, and women, youth, low-educated people, and population of northern regions of the country are the most affected groups by the scarcity of formal and decent jobs. we show that the positive dynamics observed in labour force participation, employment and unemployment actually hide the precarity of jobs and poor working conditions prevailing in the country."
120,101,Understanding entrepreneurial intention among Indian youth aspiring for self-employment,2020,21,10.1504/IJKL.2020.109882,0.1206896551724138,0.1,0.7645320943490959,0.0,0.23325124645602607,No clasificado,No clasificado,The main aim of this study is to confirm whether entrepreneurial intention models (EIM) explain the entrepreneurial phenomenon when applied to India.,"In addition, it checks the robustness of the TPB in explaining EI in India and confirm the some of the previous findings. Copyright © 2020 Inderscience Enterprises Ltd."
121,130,"How youth may find jobs: The role of positivity, perceived employability and support from employment agencies",2021,9,10.3390/su13169468,0.15517241379310345,0.2,0.5695166695789404,0.0,0.23148954081233983,No clasificado,Políticas públicas,"This study aimed to investigate a conceptual model that explains the associations among positivity (POS), perceived support from employment agencies, perceived employability (PE), and employment status in a sample of 317 unemployed Italian youth involved in the Youth Guarantee program.",Results showed that PE totally mediated the relationship between POS and employment status.
122,54,"Favata, F., Leone, J., & Lo Cascio, J. (2022). Youth employment determinants. The Argentine case in 2004-2018. Cuadernos de Economía; [DETERMINANTES DEL EMPLEO JOVEN EN ARGENTINA 2004-2018]",2022,0,10.15446/cuad.econ.v41n87.90050,0.29310344827586204,0.4,0.0,0.0,0.22655172413793104,No clasificado,Factores educativos; Desigualdad de género; Mercado laboral; Políticas públicas,This paper explores the working youth determinants defined among 15 and 30 years for Argentina during the 2004-2018 period.,"© 2023, Cuadernos de Economia (Colombia). All Rights Reserved."
123,3,Spatial social effects on the decision to participate in the youth labor market in a developing country; [Efectos sociales espaciales sobre la decisión de participar en el mercado laboral de los jóvenes en un país en desarrollo],2021,3,10.38191/iirr-jorr.21.019,0.15517241379310345,0.2,0.3428832011478269,0.4,0.22616284712611712,Econometría,Factores educativos; Mercado laboral; Políticas públicas,"Globally, many public policies seek to improve the results in participation, employment, and unemployment of the youth in the labor market. Evidence shows that education, age, sex, income conditions of the household, and working conditions affect labor market participation.",Results show that the nearby individual’s similar decision regarding labor participation affects the youth’s decision to participate or social effects in youth labor participation. show that the nearby individual’s similar decision regarding labor participation affects the youth’s decision to participate or social effects in youth labor participation.
124,123,Contraceptive Consistency and Poverty After Birth,2021,2,10.1007/s11113-020-09623-6,0.06896551724137931,0.2,0.2717285079732675,0.9,0.2188284602153432,Econometría; Panel Data; Estudio Descriptivo,Factores educativos; Desigualdad de género,"Unplanned pregnancies in the U.S. disproportionately occur among poor, less educated, and minority women, but it is unclear whether poverty following a birth is itself an outcome of this pregnancy planning status.","These findings encourage further exploration into relationships between contraceptive access and behavior and subsequent adverse outcomes for the mother and her children. © 2020, Springer Nature B.V."
125,96,Triggered: Qualitatively exploring structural and social drivers of firearm violence exposure among LGBTQ+ young adults of color in Detroit,2025,0,10.1016/j.socscimed.2025.118524,0.034482758620689655,1.0,0.0,0.0,0.21724137931034485,No clasificado,Desigualdad de género,"Firearm violence is a leading cause of injury and death among youth and young adults in the U.S. with notable inequities across race and ethnicity, geography, and gender.",Future research with this community is needed to guide protective interventions and policy changes. © 2025 The Authors
126,102,"Monetary and Multidimensional Poverty in Cameroon: Measurements, Determinants, and Policy Implications",2023,1,10.1093/oxfordhb/9780192848529.013.8,0.10344827586206896,0.6,0.17144160057391344,0.1,0.21601245804581717,Estudio Descriptivo,Factores educativos,"Cameroon has witnessed substantial economic growth in the new millennium, while poverty reduction has been limited and inequality has worsened. In this context, this chapter investigates the different facets of poverty in Cameroon, factors affecting them and policy options to tackle poverty and achieve inclusive and sustainable development.","Our results indicate that both monetary and multidimensional poverty have decreased in Cameroon between 2001 and 2018, albeit slowly and to varying degrees across the different demographic, socioeconomic and spatial groups of the population. We find that the proportion of multidimensional poor people is always higher than the proportion of the monetary poor."
127,146,SOCIOECONOMIC DETERMINANTS OF THE CREATION OF FARM BUSINESS BY YOUTH IN NORTH-WESTERN BENIN,2022,1,10.18697/ajfand.112.20265,0.1206896551724138,0.4,0.17144160057391344,0.4,0.21463314770098962,Logit/Probit,Factores educativos,"The high potentials of the agricultural sector in terms of income and jobs in Benin contrasts with unemployment among youth. Thus, this study investigated the socioeconomic factors determining the creation of farm business by youth in the northwest of Benin.","The results showed that there are four types of farms in the study area, namely: modern farm business, family farm business, modern family farm and peasant family farm."
128,60,Can we get them moving? The impact of mobility assistance on cross-country migration of young adults in Europe,2022,2,10.1111/imig.12872,0.15517241379310345,0.4,0.2717285079732675,0.0,0.21193190849120522,No clasificado,Factores educativos; Políticas públicas,"Cross-country migration in Europe can have multiple advantages. Among others, it can function as a buffer against economic downturns that come along with inferior employment and education opportunities, especially for young adults.",Our results reveal a substantial programme effect that is larger for countries with above-average youth unemployment rates.
129,104,Employability and Earning Differentials Among Technically and Vocationally Trained Youth in India,2020,10,10.1007/s41027-020-00222-9,0.13793103448275862,0.1,0.5930904937751824,0.0,0.20758361599641578,No clasificado,Factores educativos; Desigualdad de género; Mercado laboral,This paper examines the employability and earning/wage differentials among vocationally and technically trained youth and explored its determinants in India.,"found that although the number of vocationally and technically trained youth increased during the last decade, their work force participation had declined substantially."
130,21,Experience versus youth: An exploratory study of the motivations of older entrepreneurs,2020,14,10.1002/jsc.2375,0.10344827586206896,0.1,0.6698035769782944,0.0,0.20568485332669337,No clasificado,Capital humano; Transición escuela-trabajo,"The decision of someone over the age of 50 to switch from traditional employment to being an entrepreneur was found to arise from a complex mix of personal motivation, access to resources, and environmental determinants. When beginning their careers, people over 50 who became entrepreneurs only ever considered traditional employment with corporate companies and did not consider or even believe ...","Attitudes to work have changed twofold: entrepreneurship is now a viable career choice, and the traditional job for life no longer exists. © 2020 John Wiley & Sons Ltd"
131,93,Beyond technical skills training: The impact of credit counseling on the entrepreneurial behavior of Ugandan youth,2020,7,10.1111/rode.12706,0.15517241379310345,0.1,0.5143248017217403,0.0,0.20045116724089979,No clasificado,Factores educativos; Desigualdad de género,There is low take-up of financial credit among youth in Uganda because potential beneficiaries perceive associated risks as high. This study assesses the determinants of entrepreneurial risk tolerance among Ugandan youth using experimental data from a randomized control trial and a real-life investment-risk experiment.,Our findings reinforce national strategies to promote soft skills for business entrepreneurship that extend beyond standard business training. © 2020 John Wiley & Sons Ltd
132,78,"Crimes and Determinants of Young Criminals: A Study of Interior Sindh, Pakistan",2022,3,10.33152/jmphss-6.4.8,0.10344827586206896,0.4,0.3428832011478269,0.0,0.20030077816059988,No clasificado,Factores educativos; Políticas públicas,"The purpose of the study is to identify the crimes perpetrated by young offenders in the interior districts of Sindh, including Shikarpur, Sukkur, Dadu, and Ghotki, as well as to investigate the underlying causes of criminal behavior. This qualitative study was undertaken by collecting FIRs from four districts using random sampling.","found that youth are involved in various crimes such as murder, rape, larceny, assault, drug/alcohol consumption, and illegal weapon possession."
133,6,Young People and Subjective Employment Insecurity: Evidence from the Finnish Youth Barometer between 2009 and 2019,2023,0,10.1177/11033088221121528,0.13793103448275862,0.6,0.0,0.1,0.1989655172413793,Estudio Descriptivo,Desigualdad de género; Mercado laboral,We analyse first the determinants of employment insecurity and second the relationship between non-standard work contracts and employment insecurity in the employed group.,Our results show that there are differences in employment insecurity among young people and that young people react to economic downturns. show that there are differences in employment insecurity among young people and that young people react to economic downturns.
134,46,Theory of planned behavior: Personal attitude and perceived behavioral control as key determinants in creation of entrepreneurial societies and social inclusion of young people,2020,3,,0.1206896551724138,0.1,0.3428832011478269,0.4,0.18892146781577226,Econometría,Transición escuela-trabajo,"This paper examines the basic variables from the Theory of Planned Behavior in order to explain entrepreneurial intentions of 317 young people (students of economics and business) in a transitional economy, the Republic of North Macedonia (hereafter N.",The findings indicate that the young people’s personal attitude and perceived behavioral control are two variables that have significant positive association with their entrepreneurial intent (the intent to start their own business in future).
135,20,Creative analysis of innovation as a catalizer of socialization of structural change,2020,5,10.14207/ejsd.2020.v9n2p349,0.15517241379310345,0.1,0.44317010854718086,0.0,0.18622022860598791,No clasificado,Factores educativos; Capital humano; Mercado laboral; Políticas públicas,"The multiple analysis of rate of dependency between innovative processes and structural labour market changes in the form of evolution in sector of employment was exposed in the article. It has been proved that the impact of innovations on the labour market can be considered, on the one hand, as a part of multi-factor socio-economic macro-, meso-, micro-level systems, which makes a direct or in...",© 2020 The Authors. Journal Compilation.
136,77,"Youth in Greece, Today: Remarks on the EU State of Play in Youth Unemployment and NEETs—Key Determinants of Greek Young Peoples’ Life Course",2022,0,10.1007/978-3-030-85690-8_18,0.20689655172413793,0.4,0.0,0.0,0.18344827586206897,No clasificado,Factores educativos,"The research leading to several of the results presented in the present paper has received funding from the EEA/Norwegian Financial Mechanism 2009–2014, under the Project Contract n° EEA Grants/GR07–3757 (“Neets2”). The Project was carried out by the Centre for Educational Policy Development of the General Federation of Greek Workers (KEADIC and KANEP/GSEE, 2013) (Project Coordinator Partner), ...","Then, based on some of the key findings of a recent quantitative research (carried out within the framework of the EEA Grants/GR07–3757 Project), the paper maps Greek NEETs’ main characteristics today and presents findings related to the impact of the financial crisis in both young people in total and NEETs’ life course, employability, public trust, civics, and survival strategies. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2022."
137,124,"Informal employment in the Kabylia region (Algeria): labour force segmentation, mobility and earnings",2021,2,10.25428/1824-2979/004,0.15517241379310345,0.2,0.2717285079732675,0.1,0.18193190849120525,Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral,"A pooled sample of 3,290 Algerian workers from two regional household surveys captures the determinants of access to the formal vs. informal labour market segments.",© 2021. All Rights Reserved.
138,119,Safety First? On the Timing of Moving in With a Partner and Its Determinants; [La sécurité d'abord ? Le moment de la cohabitation avec un ou une partenaire et ses déterminants]; [Geht Sicherheit vor? Über den Zeitpunkt des Zusammenziehens in einer Partnerschaft und seine Determinanten],2023,0,10.2478/sjs-2023-0020,0.10344827586206896,0.6,0.0,0.1,0.18172413793103448,Estudio Descriptivo,Factores educativos; Transición escuela-trabajo,"We analyze the first cohabitation with a partner as one of the key events in the transition to adulthood and consider its interdependencies with other life events, using life course data from the survey AID:A 2019 of the German Youth Institute (DJI).","A remarkable finding is that for men, cohabitation with a partner usually occurs after an individual's entry into permanent employment. © 2023 Julia Zimmermann et al., published by Sciendo."
139,42,Employer Perceptions of Hiring Juveniles With Criminal Records,2020,12,10.1177/0093854820919914,0.06896551724137931,0.1,0.63440930810539,0.0,0.18136462024176767,No clasificado,Factores educativos; Capital humano; Transición escuela-trabajo,"The purpose of this study was to explore how likely employers would be to grant an interview to a juvenile with a criminal background, and what experience, training, or skills employers seek when hiring juveniles with criminal backgrounds.","The results indicate that, all else being equal, a juvenile record might penalize an applicant’s opportunities, and also, offense type matters."
140,52,Youth Education and Employment in Mexico City: A Mixed-Methods Analysis,2020,3,10.1177/0002716220910391,0.15517241379310345,0.1,0.3428832011478269,0.1,0.17616284712611713,Estudio Descriptivo,Factores educativos; Capital humano; Mercado laboral,"Research on young Mexicans tends to focus on their limited educational and occupational opportunities and the increasing extent to which they are not in education, employment, or training (NEET). In this article, we describe the prevalence and determinants of being NEET in Mexico City using data from the National Survey of Occupation and Employment and from forty in-depth interviews.","Despite setbacks, respondents expressed a desire to attain education and gainful employment in the future, but many, especially the most educated, were willing to wait for the right university or job. © 2020 by The American Academy of Political and Social Science."
141,125,Did China’s Soft Power Seduction Lure Taiwan’s Youth? Preliminary Evidence for Overseas Employment,2021,2,10.1007/978-981-33-6823-1_5,0.15517241379310345,0.2,0.2717285079732675,0.0,0.17193190849120524,No clasificado,No clasificado,We explore the determinants for Taiwan’s youth overseas employment using the questionnaire administered in 2015 for residents between 20 and 45 years old.,"© The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2021."
142,44,Demographic dynamics of South Africa's youth and the implications for harnessing the demographic dividend,2023,0,10.1108/978-1-83753-408-120231002,0.10344827586206896,0.6,0.0,0.0,0.17172413793103447,No clasificado,Transición escuela-trabajo,"South Africa is in the last stage of the first demographic transition (FDT)-yet already depicts aspects of the second transition. The last stage of the FDT is characterized by lower levels of fertility closer to or at the replacement level of the average of 2.1 children per woman, and improvements in mortality displayed by declining infant and childhood mortality leading to increasing life expe...","In particular, the chapter will focus on demographic factors such as sex ratio; youth mortality and morbidity; and youth fertility levels as these factors are highly correlated with human development. © 2023 by Nompumelelo Nzimande."
143,88,Implications of generic skills on innovative behavior towards opportunity recognition in youth,2020,5,10.5430/rwe.v11n1p123,0.10344827586206896,0.1,0.44317010854718086,0.1,0.17035815964047069,Estudio Descriptivo,Factores educativos; Políticas públicas,This paper aims to investigate the impact of generic skills on innovative behavior and opportunity recognition empirically.,Recommendation and suggestions are presented. © 2020 Sciedu Press.
144,49,Preparing at-risk youth for employment: Identifying and reducing behaviors that deter job readiness and employment success,2021,3,,0.10344827586206896,0.2,0.3428832011478269,0.0,0.16030077816059984,No clasificado,Factores educativos; Políticas públicas,Minority low-income post-secondary youth often demonstrate behaviors that result in an unintended pregnancy and that may make them at high risk for unemployment. Targeted allied health-training opportunities affiliated with where they receive medical care (their medical homes) may mitigate some of these risks.,Findings suggest that a primary care clinic that also offered birth control and sexually transmitted disease screening services can modifybehavioral risks and can be an effective and feasible employment portal for its clients.
145,89,Modelling the Determinants of Unemployment Exit Duration among Graduates in a Fragile State: A Case of Somalia,2022,0,10.31920/2056-5682/2022/v9n2a2,0.15517241379310345,0.4,0.0,0.0,0.15758620689655173,No clasificado,Desigualdad de género; Capital humano,This study aimed to model the determinants of graduate unemployment exit duration.,© 2022 Adonis and Abbey Publishers Ltd. All rights reserved.
146,139,Gender Effect on the Professional Integration and Remuneration of Tunisian Young Higher Education Graduates,2022,0,,0.10344827586206896,0.4,0.0,0.1,0.1417241379310345,Estudio Descriptivo,Factores educativos; Desigualdad de género; Políticas públicas; Transición escuela-trabajo,"In Tunisia, the problem of the professional integration of higher education graduates has persisted since the 1990s. A survey was developed among graduates to determine the indicators and determinants of unemployment among young graduates as part of the quality support program initiated by the World Bank.","result indicates that unemployment affects girls much more, especially undergraduates."
147,105,"Income and Employment Potential for Youth and Women in Tanzania’s Micro, Small and Medium Tourism Enterprises",2021,0,10.1163/1821889X-12340052,0.1724137931034483,0.2,0.0,0.1,0.13620689655172416,Estudio Descriptivo,Factores educativos; Desigualdad de género; Mercado laboral; Políticas públicas,"This paper looks into the income and employment potential for youth and women in tourism micro, small and medium enterprises (MSMEs). The survey data collected from seven regions of Tanzania during September–October 2018 is used.","Policy implications include the need to address the social problem of gender inequality, enhancing requisite skills and knowledge for tourism sector professions, and formalisation and scaling up of credit access for the youth and women. © KONINKLIJKE BRILL NV, LEIDEN, 2021."
148,90,"The Impact of Economic, Social, and Political Determining Factors of the Youth Migration in Kosovo",2022,0,10.33182/ML.V19I1.1388,0.10344827586206896,0.4,0.0,0.0,0.1317241379310345,No clasificado,Factores educativos; Desigualdad de género; Políticas públicas,"This paper empirically investigates the propensity of youth migration in Kosovo and the impact of the determining factors. Worryingly, 59% of respondents have expressed a propensity to migrate.",The results suggest that employment in the services and craftsmanship sector is the most preferred.
149,145,Tobacco Smoking Among First Nations Youth Living on Reserve and in Northern Communities: A Mixed Methods Study,2020,0,10.18584/iipj.2020.11.4.13369,0.1206896551724138,0.1,0.0,0.5,0.1303448275862069,Logit/Probit; Estudio Descriptivo,Factores educativos; Desigualdad de género; Políticas públicas,We examine factors that support on-reserve First Nations youth's resilience to smoking.,© 2020. All Rights Reserved.
150,79,Determinants of Financial Literacy Among Indian Youth,2020,1,10.4018/978-1-7998-8049-3.ch030,0.10344827586206896,0.1,0.17144160057391344,0.1,0.1160124580458172,Estudio Descriptivo,Factores educativos; Desigualdad de género,The purpose of this study is to examine which factors actually determine the level of personal financial literacy among the youth in India’s financial capital city.,© 2021 by IGI Global. All rights reserved.
151,100,Economic impact of unemployment and inflation on output growth in Bihar during 1990-2019,2021,1,10.3233/SJI-210848,0.06896551724137931,0.2,0.17144160057391344,0.0,0.10877107873547234,No clasificado,Factores educativos; Capital humano,The effects of unemployment and inflation on output growth based on time series data of Bihar (India) over the period 1990-2019 has been examined in this paper. The physical capital expansion in terms of infrastructure development along with skill development to provide employment opportunities to the youth appears to be the major determinant of boosting the potential productivity of physical a...,The results indicated that there are significant and certain benefits from the increased supply and improvement in the quality of physical capital which increases labor productivity as well as investment in human capital.
152,55,Factors of Youth Migration Behavior. Case Studies of the Siberian Federal District and Altai Krai,2021,0,10.1134/S2079970521010044,0.10344827586206896,0.2,0.0,0.0,0.09172413793103448,No clasificado,No clasificado,"Abstract—: At present, there is no strict, systematic, and comprehensive list of determinants on youth migration behavior, despite the relevance of this topic for Russian regions in connection with the significant migration flows of young people in the country. The article presents the authors’ view of migration behavior as a function with determinants.","The analysis is based on Rosstat data and research materials of foreign and Russian scientists in the field of population migration. © 2021, Pleiades Publishing, Ltd."
